Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
4990PA,SW,W8:Lenovo Settings Power 4990PA,2,none,-100,480,,tmitsuhashi,ROOT: W8:Lenovo Settings Power - 4990PA,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,confirm reserve system memory for better performance of UEFI Boot Manager,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5025PA,SW,W8 : One Note function test 5025PA,1,none,-100,240,,tmitsuhashi,ROOT: W8:Mobile Application function test - 5057PA,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,To qualify applicatoin for Win8,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5025PA,SW,W8 : One Note function test 5025PA,1,none,-100,240,,tmitsuhashi,ROOT: W8:Mobile Application function test - 5057PA,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,To qualify applicatoin for Win8,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
AP_0021,SW,AP_0021_Mode Switcher Function Test on FVT_V1.0,1.1,none,-100,480,,fyuan,Windows10,Single,Active,Win 10,FVT,mtorres10,To confirm basic function of Mode Switcher during FVT,,,
AP_0021,SW,AP_0021_Mode Switcher Function Test on FVT_V1.0,1.1,none,-100,480,,fyuan,Windows10,Single,Active,Win 10,SIT,mtorres10,To confirm basic function of Mode Switcher during FVT,,,
AP_0023,SW,AP_0023_Mode Switcher Reliability Test_V1.0,1.5,none,-100,420,Middle,vthangavel,Windows10,Single,Active,Win 10,nan,mtorres10,To confirm reliability of Mode Switcher Function,,,
5508PA,SW,Win10:Continuum function test for FVT 5508PA,1.5,none,-100,240,,alee37,ROOT: Win10:Continuum function test for Yoga product on FVT,Matrix,Active,Win 10,FVT,vthangavel,confirm the Windows 10 Continuum feature during FVT,,Win10-64bit,
5451PA,SW,Win10:Multiple desktop feature test on FVT - 5451P 5451PA,1.2.2,none,-100,240,,alee37,ROOT: Win10:Multiple desktop feature test on FVT - 5451PA,Matrix,Active,Win 10,FVT,vthangavel,confirm the basic function of Windows 10 Multiple Desktop feature.,,Win10-64bit,
5450PA,SW,Win10:Continuum function test for Yoga product on SIT 5450PA,1.2.3,none,-100,240,,alee37,ROOT:Application Team:Win10 feature test in SIT - 5453PA,Matrix,Active,Win 10,SIT,vthangavel,confirm Windows 10 Continuum feature on different usage scenarios/integration.,,Win10-64bit,
5452PA,SW,Multiple desktop feature test on SIT 5452PA,1.1,none,-100,240,,gkothandaram,ROOT:Application Team:Win10 feature test in SIT - 5453PA,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,confirm Windows 10 Multiple desktop feature under usage scenario case/integration test.,,Win10-64bit,
5571PA,SW,W10:Lenovo Settings (RAINBOW) hub function test 5571PA,2.1.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,Win 10,SIT,vthangavel,-confirm the basic function of the application,,"Win10-32bit, Win10-64bit",
5571PA,SW,W10:Lenovo Settings (RAINBOW) hub function test 5571PA,2.1.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,Win 10,FVT,vthangavel,-confirm the basic function of the application,,"Win10-32bit, Win10-64bit",
5576PA,SW,Lenovo Smart Settings UI confirmation 5576PA,1.7,none,-100,480,,qvanessa,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,-confirn Smart Settings UI and content,,"Win10-32bit, Win10-64bit",
5576PA,SW,Lenovo Smart Settings UI confirmation 5576PA,1.7,none,-100,480,,qvanessa,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11",FVT,vthangavel,-confirn Smart Settings UI and content,,"Win10-32bit, Win10-64bit",
5580PA,SW,Lenovo Vantage Settings (RAINBOW): Input Section confirmation for 3+2BCP 5580PA,2.8,none,-100,600,,gkothandaram,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,-confirm Lenovo Settings Input section for 3+2BCP product,,"Win 10, Win 11",
5580PA,SW,Lenovo Vantage Settings (RAINBOW): Input Section confirmation for 3+2BCP 5580PA,2.8,none,-100,600,,gkothandaram,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11",FVT,vthangavel,-confirm Lenovo Settings Input section for 3+2BCP product,,"Win 10, Win 11",
5593PA,SW,Lenovo Vantage :Power Section confirmation 5593PA,4.5,none,-100,1110,High,ycharmaine,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,confirm the Lenovo Settings Power section,,"Win10-64bit, Win 11 64bit",
5593PA,SW,Lenovo Vantage :Power Section confirmation 5593PA,4.5,none,-100,1110,High,ycharmaine,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11",FVT,vthangavel,confirm the Lenovo Settings Power section,,"Win10-64bit, Win 11 64bit",
5598PA,SW,Lenovo Vantage -Camera & Audio section confirmation 5598PA,4.3,none,-100,960,,ycharmaine,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,confirm Lenovo Settings Display section,,"Win10-64bit, Win 11 64bit",
5598PA,SW,Lenovo Vantage -Camera & Audio section confirmation 5598PA,4.3,none,-100,960,,ycharmaine,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 11",FVT,vthangavel,confirm Lenovo Settings Display section,,"Win10-64bit, Win 11 64bit",
5654PA,SW,W10:LCD Panel Display Color Temperature validation test,1.1,none,-100,480,,qvanessa,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win 8.1",SIT,vthangavel,compare the supported Display Color Temperature of Paper Display with all supported LCD Panel(Suppliers and types),,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5695PA,SW,W10: Lenovo Vantage: Intelligent Dual Fan setting confirmation 5695PA,1.2,none,-100,240,,vthangavel,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,Win 10,SIT,vthangavel,confirm LS Power's ThinkPad Intelligent Dual Fan setting,,Win10-64bit,
5695PA,SW,W10: Lenovo Vantage: Intelligent Dual Fan setting confirmation 5695PA,1.2,none,-100,240,,vthangavel,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,Win 10,FVT,vthangavel,confirm LS Power's ThinkPad Intelligent Dual Fan setting,,Win10-64bit,
5765PA,SW,W10:Companion4(Tangram) / Lenovo Settings (RAINBOW) CS16 Keyboard Manager Function Test 5765PA,2.1,none,-100,480,,qvanessa,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,tmitsuhashi,To validate CS16 Keyboard Maanger,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5765PA,SW,W10:Companion4(Tangram) / Lenovo Settings (RAINBOW) CS16 Keyboard Manager Function Test 5765PA,2.1,none,-100,480,,qvanessa,ROOT:W10:Lenovo Settings(RAINBOW) test,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,tmitsuhashi,To validate CS16 Keyboard Maanger,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5454PA,SW,Win10:Google Chrome Microsoft Edge feature test on FVT 5454PA,1.3,none,-100,240,,alee37,ROOT:Win10:Spartan browser feature test on FVT - 5454PA,Matrix,Active,Win 10,FVT,tmitsuhashi,confirm basic function Windows 10 Spartan browser,,Win10-64bit,
4960PA,SW,Winflash Custom Logo loading confirmation 4960PA,1.2,none,-100,240,,tmitsuhashi,ROOT: Application team: Flash update verification - 5249PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Customer logo funciton,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5249PA,SW,Application team: Flash update verification 5249PA,1,none,-100,0,,tmitsuhashi,ROOT: Application team: Flash update verification - 5249PA,Single,Active,Win 10,SIT,vthangavel,confirm Winflash Custom Logo feature is working,,,
5194PA,SW,MiraCast Function test 5194PA,2.3,none,-100,960,,qvanessa,ROOT: Wireless Display test - 5227PA,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,To verify MiraCast function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5194PA,SW,MiraCast Function test 5194PA,2.3,none,-100,960,,qvanessa,ROOT: Wireless Display test - 5227PA,Matrix,Active,"Win 10, Win 11",FVT,vthangavel,To verify MiraCast function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
APP_000,SW,LenovoPCManager Test Matrix & Spec,4.0-0714,PC Manager,-100,0,,jpajaro1,PC Manager,Single,Active,Win 10,nan,zhanglm11,PCManager test matrix and latest Spec.,,,
APP_001,SW,LenovoPCManager_Nature feature,V2.2.4,PC Manager,-100,2160,Middle,lijy62,PC Manager,Single,Active,"Win 10, Win 11",FVT,lijy62,To validate PC Manager,,,
APP_001,SW,LenovoPCManager_Nature feature,V2.2.4,PC Manager,-100,2160,Middle,lijy62,PC Manager,Single,Active,"Win 10, Win 11",SIT,lijy62,To validate PC Manager,,,
APP_002,SW,LenovoPCManager-Power Setting,2.3,Power Setting,-100,480,Middle,vthangavel,PC Manager,Single,Active,Win 10,FVT,lijy62,To validate PC Manager Power setting,,,
APP_002,SW,LenovoPCManager-Power Setting,2.3,Power Setting,-100,480,Middle,vthangavel,PC Manager,Single,Active,Win 10,SIT,lijy62,To validate PC Manager Power setting,,,
APP_003,SW,LenovoPCManager-Input Setting,3.3,Input Settings,-100,240,Middle,qvanessa,PC Manager,Single,Active,Win 10,nan,lijy62,To Validate LenovoPCManager-Input Setting,,,
AP_0012,SW,Columbia Function Test,0.5,Columbia,-100,480,Middle,vthangavel,Columbia,Single,Active,Win 10,FVT,vthangavel,To Validate Columbia Function,,,
AP_0012,SW,Columbia Function Test,0.5,Columbia,-100,480,Middle,vthangavel,Columbia,Single,Active,Win 10,SIT,vthangavel,To Validate Columbia Function,,,
AP_0018,SW,MS Team Room function Test,1,Columbia,-100,72,,qvanessa,Columbia,Single,Active,Win 10,nan,vthangavel,Rainier MS Team Room Test Case,,,
AP_0014,SW,Intel Online Connect and CUP Functional Validation,0.3,IOC,-100,480,Middle,vthangavel,Intel Online Connect,Single,Active,Win 10,FVT,vthangavel,To qualify Intel Online Connect.,,,
AP_0014,SW,Intel Online Connect and CUP Functional Validation,0.3,IOC,-100,480,Middle,vthangavel,Intel Online Connect,Single,Active,Win 10,SIT,vthangavel,To qualify Intel Online Connect.,,,
3904PA,SW,FFRT:UltraNav Function Test(Synaptics/ALPS) 3904PA,2.5.2,none,-100,576,,timothy.roasa@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To confirm final level of software - BIOS/H8/Drivers/Applications - before SIT exit.,,"Win7- 32 bit, Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit",
3904PA,SW,FFRT:UltraNav Function Test(Synaptics/ALPS) 3904PA,2.5.2,none,-100,576,,timothy.roasa@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,vthangavel,To confirm final level of software - BIOS/H8/Drivers/Applications - before SIT exit.,,"Win7- 32 bit, Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit",
4011PA,SW,Longrun test with enabling computrace and Bitlocker 4011PA,1.2,none,-100,96,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify longrun with computrace and bitlocker,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5200PA,SW,Intel Wireless Display Function Test 5200PA,1.5,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Intel Wireless Display,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5200PA,SW,Intel Wireless Display Function Test 5200PA,1.5,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify Intel Wireless Display,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5209PA,SW,Intel Wireless Display Usability Test 5209PA,1.4,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,Intel WiDi User scenario,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5227PA,SW,Wireless Display test 5227PA,1.2,none,-100,0,,tmitsuhashi,Obsolete,Single,Active,Win 10,SIT,vthangavel,confirm Wireless Display function,,,
5262PA,SW,Cyberlink PowerDirector function test 5262PA,1.3,none,-100,240,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,confirm PowerDirector function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5262PA,SW,Cyberlink PowerDirector function test 5262PA,1.3,none,-100,240,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,confirm PowerDirector function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5272PA,SW,Lenovo Multimode function test 5272PA,1.9,none,-100,240,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,confirm functionality,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5272PA,SW,Lenovo Multimode function test 5272PA,1.9,none,-100,240,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,confirm functionality,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5281PA,SW,Lenovo Settings Auto-update function test 5281PA,1.2,none,-100,240,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,confirm Lenovo Settings Auto-update function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5281PA,SW,Lenovo Settings Auto-update function test 5281PA,1.2,none,-100,240,,tmitsuhashi,Obsolete,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,confirm Lenovo Settings Auto-update function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5344PA,SW,Ultranav Driver test 5344PA,2.7,none,-100,480,,gkothandaram,Obsolete,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,confirm Ultranav GUI settings,,"Win10-64bit, Win7- 64bit",
5344PA,SW,Ultranav Driver test 5344PA,2.7,none,-100,480,,gkothandaram,Obsolete,Matrix,Active,"Win 10, Win 11",FVT,vthangavel,confirm Ultranav GUI settings,,"Win10-64bit, Win7- 64bit",
5348PA,SW,Lenovo Companion usage case test 5348PA,1.6,none,-100,360,,tmitsuhashi,Obsolete,Matrix,Active,Win 8.1,SIT,tmitsuhashi,confirm Lenovo Companion metro apps,,"Win81-64bit, Win81-32bit",
5348PA,SW,Lenovo Companion usage case test 5348PA,1.6,none,-100,360,,tmitsuhashi,Obsolete,Matrix,Active,Win 8.1,FVT,tmitsuhashi,confirm Lenovo Companion metro apps,,"Win81-64bit, Win81-32bit",
5381PA,SW,Lenovo Settings: Pointing Devices section 5381PA,1.3,none,-100,360,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,"Confirm the following items under Lenovo Settings Pointing Devices section-ThinkPad tab and LS Pointing Devices section settings should be synchronized at all times.-each settings or links should work accordingly under LS Pointing devices section-LS Pointing Devices settings should be kept under different scenarios(resume from PM, sign-out/sign-in, etc.)",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5381PA,SW,Lenovo Settings: Pointing Devices section 5381PA,1.3,none,-100,360,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,"Confirm the following items under Lenovo Settings Pointing Devices section-ThinkPad tab and LS Pointing Devices section settings should be synchronized at all times.-each settings or links should work accordingly under LS Pointing devices section-LS Pointing Devices settings should be kept under different scenarios(resume from PM, sign-out/sign-in, etc.)",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5382PA,SW,3+2BCP: Ultranav Driver test(ALPS) 5382PA,1.6,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,Win 10,SIT,vthangavel,-make sure Ultranav driver settings are working as expected-ultranav function should work accordingly under custom settings-make sure GUI have no truncated items or garbage under external monitor or on different LCD models,,"Win10-64bit, Win7- 64bit",
5382PA,SW,3+2BCP: Ultranav Driver test(ALPS) 5382PA,1.6,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,Win 10,FVT,vthangavel,-make sure Ultranav driver settings are working as expected-ultranav function should work accordingly under custom settings-make sure GUI have no truncated items or garbage under external monitor or on different LCD models,,"Win10-64bit, Win7- 64bit",
5390PA,SW,Lenovo Settings: PaperDisplay test (Manual) 5390PA,1.6,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,-confirm PaperDisplay function under normal usage and advance usage case.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5390PA,SW,Lenovo Settings: PaperDisplay test (Manual) 5390PA,1.6,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,-confirm PaperDisplay function under normal usage and advance usage case.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5393PA,SW,Intel WiDi Pro function test 5393PA,1.6,none,-100,144,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,-confirm Intel WiDi Pro GUI and basic functions.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5393PA,SW,Intel WiDi Pro function test 5393PA,1.6,none,-100,144,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,-confirm Intel WiDi Pro GUI and basic functions.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5394PA,SW,Intel WiDi Pro usage test 5394PA,1.5,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,-confirm Intel WiDi Pro function under different usage scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5394PA,SW,Intel WiDi Pro usage test 5394PA,1.5,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,-confirm Intel WiDi Pro function under different usage scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5396PA,SW,Lenovo Settings: PaperDisplay test (Auto) 5396PA,1.4,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,-confirm PaperDisplay function under normal usage and advance usage case.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5396PA,SW,Lenovo Settings: PaperDisplay test (Auto) 5396PA,1.4,none,-100,480,,shaun.casantusan@awsys-i.com,Obsolete,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,-confirm PaperDisplay function under normal usage and advance usage case.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5438PA,SW,WRITEit function test on FVT 5438PA,1.4,none,-100,480,,vthangavel,Obsolete,Matrix,Active,"Win 10, Win 8.1",FVT,tmitsuhashi,confirm WRITEit basic function and design,,"Win81-64bit, Win81-32bit, Win10-64bit",
5512PA,SW,WRITEit function test on SIT 5512PA,1.4,none,-100,480,,vthangavel,Obsolete,Matrix,Active,"Win 10, Win 8.1",SIT,tmitsuhashi,confirm WRITEit function under usage based scenarios and integration on other applications,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5559PA,SW,W10:Lenovo Solution Center (LSC) function test on FVT 5559PA,1.2.2,none,-100,360,,timothy.roasa@awsys-i.com,Obsolete,Matrix,Active,Win 10,FVT,vthangavel,-confirm the basic function of the application,,"Win10-32bit, Win10-64bit",
5561PA,SW,W10:Lenovo Solution Center (LSC) function test on SIT 5561PA,1.5.2,none,-100,480,,timothy.roasa@awsys-i.com,Obsolete,Matrix,Active,Win 10,SIT,amannem2,-confirm the basic function of the application,,"Win10-32bit, Win10-64bit",
5562PA,SW,Fn and function keys tab confirmation for Clamshell/Yoga 5562PA,1.1,none,-100,360,,gkothandaram,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm the setting under Keyboard Properties:Fn and function keys tab,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5562PA,SW,Fn and function keys tab confirmation for Clamshell/Yoga 5562PA,1.1,none,-100,360,,gkothandaram,Obsolete,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,confirm the setting under Keyboard Properties:Fn and function keys tab,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
